15_1_5,15_1_10,15_1_20,15_1_50,15_1_100,15_1_1000,16_1_5,16_1_10,16_1_20,16_1_50,16_1_100,16_1_1000,15_3_5,15_3_10,15_3_20,15_3_50,15_3_100,15_3_1000
,,,,,-14.7,,,,,,-15.7,,,,,,-14.1
,,,,,-14.7,,,,,,-15.7,,,,,,-14.1
,,,,,-14.7,,,,,,-15.7,,,,,,-14.1
,,,,,-14.7,,,,,,-15.7,,,,,,-14.1
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.7,,,,,,-14.2
,,,,,-14.7,,,,,,-15.8,,,,,,-14.2
,,,,,-14.7,,,,,,-15.8,,,,,,-14.2
,,,,,-14.7,,,,,,-15.8,,,,,,-14.2
,,,,,-14.7,,,,,,-15.8,,,,,,-14.2
,,,,,-14.7,,,,,,-15.8,,,,,,-14.3
,,,,,-14.7,,,,,,-15.8,,,,,,-14.3
,,,,,-14.7,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.3
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.4
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.8,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.5
,,,,,-14.8,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.6
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.7
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-15.9,,,,,,-14.8
,,,,,-14.9,,,,,,-16,,,,,,-14.8
,,,,,-14.9,,,,,,-16,,,,,,-14.8
,,,,,-14.9,,,,,,-16,,,,,,-14.8
,,,,,-14.9,,,,,,-16,,,,,,-14.8
,,,,,-14.9,,,,,,-16,,,,,,-14.8
,,,,,-15,,,,,,-16,,,,,,-14.8
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-14.9
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15,,,,,,-16,,,,,,-15.1
,,,,,-15.1,,,,,,-16,,,,,,-15.1
,,,,,-15.1,,,,,,-16,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.1
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.2
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.3
,,,,,-15.1,,,,,,-16.1,,,,,,-15.4
,,,,,-15.1,,,,,,-16.1,,,,,,-15.4
,,,,,-15.1,,,,,,-16.1,,,,,,-15.4
,,,,,-15.1,,,,,,-16.1,,,,,,-15.4
,,,,,-15.1,,,,,,-16.2,,,,,,-15.4
,,,,,-15.1,,,,,,-16.2,,,,,,-15.4
,,,,,-15.1,,,,,,-16.2,,,,,,-15.4
,,,,,-15.1,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.4
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.5
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.2,,,,,,-15.6
,,,,,-15.2,,,,,,-16.3,,,,,,-15.6
,,,,,-15.2,,,,,,-16.3,,,,,,-15.6
,,,,,-15.3,,,,,,-16.3,,,,,,-15.6
,,,,,-15.3,,,,,,-16.3,,,,,,-15.6
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.7
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.8
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.3,,,,,,-16.3,,,,,,-15.9
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.3,,,,,,-16
,,,,,-15.4,,,,,,-16.4,,,,,,-16
,,,,,-15.4,,,,,,-16.4,,,,,,-16
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.1
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.2
,,,,,-15.4,,,,,,-16.4,,,,,,-16.3
,,,,,-15.4,,,,,,-16.4,,,,,,-16.3
,,,,,-15.4,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.4,,,,,,-16.3
,,,,,-15.5,,,,,,-16.5,,,,,,-16.3
,,,,,-15.5,,,,,,-16.5,,,,,,-16.3
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.4
,,,,,-15.5,,,,,,-16.5,,,,,,-16.5
,,,,,-15.5,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.5
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.5,,,,,,-16.6
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.7
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.6,,,,,,-16.6,,,,,,-16.8
,,,,,-15.7,,,,,,-16.6,,,,,,-16.8
,,,,,-15.7,,,,,,-16.6,,,,,,-16.8
,,,,,-15.7,,,,,,-16.6,,,,,,-16.8
,,,,,-15.7,,,,,,-16.6,,,,,,-16.8
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-16.9
,,,,,-15.7,,,,,,-16.6,,,,,,-17
,,,,,-15.7,,,,,,-16.7,,,,,,-17
,,,,,-15.7,,,,,,-16.7,,,,,,-17
,,,,,-15.7,,,,,,-16.7,,,,,,-17
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.7,,,,,,-16.7,,,,,,-17.1
,,,,,-15.8,,,,,,-16.7,,,,,,-17.1
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.7,,,,,,-17.2
,,,,,-15.8,,,,,,-16.8,,,,,,-17.2
,,,,,-15.8,,,,,,-16.8,,,,,,-17.2
,,,,,-15.8,,,,,,-16.8,,,,,,-17.2
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.8,,,,,,-16.8,,,,,,-17.3
,,,,,-15.9,,,,,,-16.8,,,,,,-17.3
,,,,,-15.9,,,,,,-16.8,,,,,,-17.3
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.4
,,,,,-15.9,,,,,,-16.8,,,,,,-17.5
,,,,,-15.9,,,,,,-16.8,,,,,,-17.5
,,,,,-15.9,,,,,,-16.8,,,,,,-17.5
,,,,,-15.9,,,,,,-16.8,,,,,,-17.5
,,,,,-15.9,,,,,,-16.8,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-15.9,,,,,,-16.9,,,,,,-17.5
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.6
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-16.9,,,,,,-17.7
,,,,,-16,,,,,,-17,,,,,,-17.7
,,,,,-16,,,,,,-17,,,,,,-17.7
,,,,,-16,,,,,,-17,,,,,,-17.8
,,,,,-16,,,,,,-17,,,,,,-17.8
,,,,,-16,,,,,,-17,,,,,,-17.8
,,,,,-16,,,,,,-17,,,,,,-17.9
,,,,,-16,,,,,,-17,,,,,,-17.9
,,,,,-16,,,,,,-17,,,,,,-17.9
,,,,,-16,,,,,,-17,,,,,,-17.9
,,,,,-16,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-17.9
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
,,,,,-16.1,,,,,,-17,,,,,,-18
